year,station,loc_mn,dc_mn,longitude,latitude,other_theft,arson,assault_gbh,attempted_murder,attempted_sexoff,bank_robbery,burglary_nonres,burglary_res,carjacking,commercial_crime,common_assault,common_robbery,contact_sexoff,dui,drug_crime,illegal_firearms,kidnapping,malicious_damage,murder,rape,robbery_nonres,robbery_res,cash_transit_robbery,aggr_robbery,sexual_assault,sexual_offences,police_detected_sexoff,shoplifting,stock_theft,vehicle_theft,theft_from_vehicle,truck_hijacking,contact_related_crime,crimes_against_property,contact_crime,other_serious_crimes,crimes_dependent_on_police_action_for_detention,total_crime,total_crime_excl_police,crimes_against_property_log,contact_crime_log,contact_related_crime_log,other_serious_crimes_log,crimes_dependent_on_police_action_for_detention_log,total_crime_log,total_crime_excl_police_log,treated_group,year_numeric,treatment_year,time_index,time_centered,time_centered_sq
2015/2016,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,609,21,489,30,8,0,243,632,5,287,874,70,5,85,206,9,4,414,26,113,26,8,0,110,31,155,0,169,112,82,277,1,435,1346,1754,1065,300,4465,4165,7.205635176410364,7.470224135899966,6.077642243349034,6.97166860472579,5.707110264748875,8.404248432400102,8.334711621820917,0,2015,1,7,3,9
2016/2017,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,575,7,365,43,7,0,156,486,3,264,662,102,12,103,184,11,3,336,27,107,34,14,1,145,14,135,0,169,92,73,271,2,343,1078,1479,1008,298,3863,3565,6.983789965258135,7.299797366758161,5.840641657373398,6.9167150203536085,5.700443573390687,8.259458195332408,8.179199798423086,0,2016,1,8,4,16
2017/2018,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,430,9,332,29,6,0,175,414,7,242,592,70,5,118,201,17,42,272,37,89,32,17,2,160,25,123,103,99,120,88,237,2,281,1034,1343,771,439,3587,3148,6.942156705699469,7.203405521083095,5.641907070938114,6.648984550024776,6.0867747269123065,8.185350223178686,8.054840221101024,0,2017,1,9,5,25
2018/2019,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,472,7,359,33,3,0,129,442,7,263,554,68,9,144,165,11,65,291,23,85,38,13,1,170,17,110,133,140,125,86,224,2,298,1006,1317,875,453,3651,3198,6.914730892718563,7.183870715062453,5.700443573390687,6.775366090936392,6.118097198041348,8.20303024171486,8.070593539949519,0,2018,1,10,6,36
2019/2020,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,355,1,148,19,1,0,165,261,4,420,290,39,9,67,58,6,28,132,12,41,19,10,0,111,12,59,287,115,102,66,162,2,133,756,678,890,418,2742,2324,6.6293632534374485,6.520621127558696,4.897839799950911,6.792344427470809,6.037870919922137,7.916807490937603,7.751475318021456,0,2019,1,11,7,49
2020/2021,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,260,0,65,10,0,0,132,79,1,197,178,19,4,32,36,2,22,88,6,20,12,12,0,47,14,36,184,114,65,18,127,0,88,421,361,571,254,1607,1353,6.045005314036012,5.8916442118257715,4.48863636973214,6.349138991379798,5.541263545158426,7.382746449738912,7.21081845347222,0,2020,1,12,8,64
2021/2022,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,393,3,73,7,1,0,116,143,3,241,178,38,4,32,76,3,17,103,6,28,10,4,1,67,8,39,187,95,51,24,142,3,106,476,408,729,298,1911,1613,6.1675164908883415,6.013715156042802,4.672828834461906,6.593044534142437,5.700443573390687,7.555905093611346,7.3864708488298945,0,2021,1,13,9,81
2022/2023,bethlehem,dihlabeng,thabo mofutsanyane,28.30889,-28.23108,387,1,79,10,3,0,188,128,2,198,221,40,7,27,106,4,2,112,6,28,12,6,0,49,6,38,238,79,37,19,147,1,113,519,443,664,375,2001,1626,6.253828811575473,6.095824562432225,4.736198448394496,6.499787040655854,5.929589143389895,7.601901959875166,7.394493107219038,0,2022,1,14,10,100
2008/2009,bethulie,kopanong,xhariep,25.97663,-30.49887,42,2,64,1,0,0,15,40,0,3,66,3,7,5,23,1,1,21,1,12,3,1,0,6,0,13,0,4,19,0,2,0,23,76,154,49,29,308,279,4.343805421853684,5.043425116919247,3.1780538303479458,3.912023005428146,3.4011973816621555,5.733341276897746,5.634789603169249,0,2008,0,0,-4,16
2009/2010,bethulie,kopanong,xhariep,25.97663,-30.49887,46,3,35,2,0,0,13,45,0,2,51,2,7,1,8,0,1,13,1,14,0,1,0,3,1,16,0,5,27,3,2,0,16,90,110,53,9,262,253,4.51085950651685,4.709530201312334,2.833213344056216,3.9889840465642745,2.302585092994046,5.572154032177765,5.537334267018537,0,2009,0,1,-3,9
2010/2011,bethulie,kopanong,xhariep,25.97663,-30.49887,31,0,55,3,1,0,9,30,0,7,61,0,6,1,13,1,1,14,5,17,2,0,0,3,2,20,0,5,29,4,2,0,14,74,147,43,15,279,264,4.31748811353631,4.997212273764115,2.70805020110221,3.784189633918261,2.772588722239781,5.634789603169249,5.579729825986222,0,2010,0,2,-2,4
2011/2012,bethulie,kopanong,xhariep,25.97663,-30.49887,35,1,53,2,0,0,23,50,0,3,50,0,4,1,11,2,1,16,1,18,3,0,0,3,0,20,0,3,38,0,3,0,17,114,129,41,14,298,284,4.74493212836325,4.867534450455582,2.8903717578961645,3.7376696182833684,2.70805020110221,5.700443573390687,5.652489180268651,0,2011,0,3,-1,1
2012/2013,bethulie,kopanong,xhariep,25.97663,-30.49887,27,1,48,1,0,0,15,35,0,3,39,3,6,1,18,1,1,17,2,11,0,3,0,4,1,12,0,3,36,2,0,0,18,88,109,33,20,250,230,4.48863636973214,4.700480365792417,2.9444389791664403,3.5263605246161616,3.044522437723423,5.5254529391317835,5.442417710521793,0,2012,1,4,0,0
2013/2014,bethulie,kopanong,xhariep,25.97663,-30.49887,24,2,48,1,0,0,31,33,0,6,37,1,6,1,16,1,12,12,4,16,2,0,0,3,1,17,0,0,28,1,0,0,14,93,111,30,18,252,234,4.543294782270004,4.718498871295094,2.70805020110221,3.4339872044851463,2.9444389791664403,5.53338948872752,5.459585514144159,0,2013,1,5,1,1
2014/2015,bethulie,kopanong,xhariep,25.97663,-30.49887,24,2,30,0,2,0,13,36,0,6,27,2,6,0,31,0,13,14,3,12,2,0,0,2,1,15,0,1,37,0,1,0,16,87,79,31,31,228,197,4.477336814478207,4.382026634673881,2.833213344056216,3.4657359027997265,3.4657359027997265,5.43372200355424,5.288267030694535,0,2014,1,6,2,4
2015/2016,bethulie,kopanong,xhariep,25.97663,-30.49887,24,1,30,1,0,0,19,44,0,0,23,1,6,1,30,0,13,4,3,8,1,0,0,2,0,8,0,1,14,0,4,0,5,81,68,25,31,205,174,4.406719247264253,4.23410650459726,1.791759469228055,3.258096538021482,3.4657359027997265,5.327876168789581,5.1647859739235145,0,2015,1,7,3,9
2016/2017,bethulie,kopanong,xhariep,25.97663,-30.49887,23,0,35,0,1,0,10,28,0,3,17,0,6,2,25,0,13,11,3,7,0,0,0,0,0,8,0,0,23,0,3,0,11,64,63,26,27,180,153,4.174387269895637,4.1588830833596715,2.4849066497880004,3.295836866004329,3.332204510175204,5.198497031265826,5.0369526024136295,0,2016,1,8,4,16
2017/2018,bethulie,kopanong,xhariep,25.97663,-30.49887,11,1,30,0,2,0,15,33,0,1,26,0,6,1,41,2,13,12,3,5,1,0,0,1,0,7,0,1,28,1,1,0,13,78,67,13,44,202,158,4.3694478524670215,4.219507705176107,2.6390573296152584,2.6390573296152584,3.8066624897703196,5.313205979041787,5.0689042022202315,0,2017,1,9,5,25
2018/2019,bethulie,kopanong,xhariep,25.97663,-30.49887,24,0,36,1,4,0,19,43,0,2,31,0,7,2,20,0,12,16,5,13,1,0,0,1,0,18,0,1,25,2,0,0,16,89,92,27,22,230,208,4.499809670330265,4.532599493153256,2.833213344056216,3.332204510175204,3.1354942159291497,5.442417710521793,5.342334251964811,0,2018,1,10,6,36
2019/2020,bethulie,kopanong,xhariep,25.97663,-30.49887,33,0,36,0,2,0,19,44,0,3,30,0,6,0,11,1,12,16,4,13,0,1,0,3,1,16,0,1,43,3,6,0,16,115,89,37,12,253,241,4.7535901911063645,4.499809670330265,2.833213344056216,3.6375861597263857,2.5649493574615367,5.537334267018537,5.488937726156687,0,2019,1,11,7,49
2020/2021,bethulie,kopanong,xhariep,25.97663,-30.49887,24,0,32,0,3,0,12,49,0,4,45,0,7,0,9,0,13,16,2,9,1,1,0,3,2,15,1,1,44,1,2,0,16,108,97,29,10,244,234,4.6913478822291435,4.584967478670572,2.833213344056216,3.4011973816621555,2.3978952727983707,5.501258210544727,5.459585514144159,0,2020,1,12,8,64
2021/2022,bethulie,kopanong,xhariep,25.97663,-30.49887,29,0,59,1,1,0,7,45,0,10,52,1,6,0,15,0,13,22,3,12,1,1,0,6,0,13,0,3,27,0,2,0,22,81,135,42,15,273,258,4.406719247264253,4.912654885736052,3.1354942159291497,3.7612001156935624,2.772588722239781,5.6131281063880705,5.556828061699537,0,2021,1,13,9,81
2022/2023,bethulie,kopanong,xhariep,25.97663,-30.49887,45,0,61,0,3,0,15,49,0,7,79,7,6,1,10,0,13,22,1,10,0,0,0,1,1,14,0,0,31,6,7,0,22,108,163,52,11,334,323,4.6913478822291435,5.099866427824199,3.1354942159291497,3.970291913552122,2.4849066497880004,5.814130531825066,5.780743515792329,0,2022,1,14,10,100
2008/2009,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,124,3,375,61,7,0,39,254,117,7,131,36,12,75,201,64,1,146,76,166,15,42,0,269,3,183,0,24,3,25,21,0,149,342,1131,155,340,1968,1628,5.8377304471659395,7.0317412587631285,5.0106352940962555,5.049856007249537,5.831882477283517,7.585281078639126,7.395721608602045,0,2008,0,0,-4,16
2009/2010,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,193,8,422,53,6,0,38,319,82,30,217,65,10,129,228,54,1,184,74,152,19,87,0,293,5,169,0,45,3,30,52,0,192,442,1293,268,411,2414,2003,6.093569770045136,7.165493475060845,5.262690188904886,5.594711379601839,6.021023349349527,7.789454566086673,7.602900462204755,0,2009,0,1,-3,9
2010/2011,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,156,13,400,40,7,0,37,280,66,29,151,40,12,82,166,47,1,128,55,115,12,54,0,205,10,139,0,38,8,38,64,0,141,427,1030,223,295,1975,1680,6.059123195581797,6.93828448401696,4.955827057601261,5.4116460518550396,5.69035945432406,7.588829878307813,7.427144133408616,0,2010,0,2,-2,4
2011/2012,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,230,10,438,37,8,0,34,329,34,28,178,64,5,160,205,35,1,134,43,115,24,28,0,154,5,131,1,53,12,32,55,0,144,462,1045,311,401,2219,1818,6.137727054086234,6.952728644624869,4.976733742420574,5.7430031878094825,5.996452088619021,7.705262474866325,7.506042178518122,0,2011,0,3,-1,1
2012/2013,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,220,9,447,47,1,0,59,513,32,60,196,58,8,221,297,40,1,143,52,133,18,73,0,209,6,144,2,13,13,49,74,0,152,708,1153,293,560,2714,2154,6.5638555265321274,7.050989447068045,5.030437921392435,5.683579767338681,6.329720905522696,7.906547232368036,7.675546002537848,0,2012,1,4,0,0
2013/2014,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,253,15,353,32,8,0,57,499,34,29,177,67,17,276,228,27,2,171,52,111,25,35,0,160,8,136,0,6,8,33,79,0,186,676,977,288,531,2472,1941,6.517671272912275,6.885509670034818,5.231108616854587,5.666426688112432,6.2766434893416445,7.813187267521416,7.571473648851271,0,2013,1,5,1,1
2014/2015,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,274,11,420,47,2,0,58,349,30,12,141,68,4,285,262,21,36,161,42,93,17,37,0,171,12,109,0,5,16,30,54,0,172,507,998,291,568,2364,1796,6.230481447578482,6.906754778648554,5.153291594497779,5.676753802268282,6.343880434126331,7.768533300926033,7.493873886783559,0,2014,1,6,2,4
2015/2016,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,202,14,385,53,3,0,82,409,47,11,131,55,4,237,259,32,42,170,43,86,16,28,0,180,6,97,0,3,9,27,59,0,184,586,944,216,528,2274,1746,6.375024819828097,6.851184927493743,5.220355825078324,5.37989735354046,6.270988431858299,7.729735331385051,7.465655310134056,0,2015,1,7,3,9
2016/2017,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,208,6,368,53,3,0,42,419,60,28,130,51,5,326,198,27,38,166,39,69,18,26,0,183,5,80,1,4,7,35,59,0,172,562,904,240,552,2258,1706,6.333279628139691,6.807934943699926,5.153291594497779,5.484796933490655,6.315358001522335,7.7226775164680035,7.442492722794441,0,2016,1,8,4,16
2017/2018,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,223,1,359,44,2,0,42,337,63,51,147,65,6,365,178,46,36,164,54,65,18,47,0,216,7,74,0,7,14,44,63,0,165,500,959,281,589,2329,1740,6.2166061010848646,6.866933284461882,5.111987788356544,5.641907070938114,6.380122536899765,7.753623546559746,7.462214939768189,0,2017,1,9,5,25
2018/2019,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,162,11,294,43,5,0,51,331,61,59,120,40,7,208,108,35,4,159,56,89,26,30,0,203,6,101,0,3,13,32,47,0,170,474,857,224,351,1906,1555,6.163314804034641,6.754604099487962,5.14166355650266,5.41610040220442,5.863631175598097,7.553286605600419,7.349873704738337,0,2018,1,10,6,36
2019/2020,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,214,5,308,66,4,0,63,256,59,60,144,46,6,181,66,27,26,165,60,64,29,41,0,236,9,77,0,7,10,30,35,1,170,394,937,281,274,1886,1612,5.978885764901122,6.843749949006225,5.14166355650266,5.641907070938114,5.616771097666572,7.54274354536855,7.385851078125209,0,2019,1,11,7,49
2020/2021,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,137,11,315,50,1,0,54,196,76,73,169,45,7,5,34,14,4,153,44,61,35,42,0,228,7,70,0,2,15,26,35,1,164,326,921,212,53,1512,1459,5.7899601708972535,6.826545223556594,5.10594547390058,5.3612921657094255,3.9889840465642745,7.321849713788356,7.286191714702382,0,2020,1,12,8,64
2021/2022,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,169,10,322,85,0,0,69,166,88,74,178,44,6,10,32,15,32,188,69,63,31,110,0,337,17,80,0,0,10,23,31,2,198,299,1115,243,57,1714,1657,5.703782474656201,7.017506142941256,5.293304824724492,5.497168225293202,4.060443010546419,7.44716835960004,7.4133673356952405,0,2021,1,13,9,81
2022/2023,bhekithemba,ethekwini,ethekwini,30.86016,-29.97721,148,7,280,66,3,0,34,186,93,90,159,54,6,46,116,14,51,185,80,55,26,96,1,323,11,69,0,1,4,25,27,1,192,276,1031,239,176,1722,1546,5.6240175061873385,6.939253946041508,5.262690188904886,5.480638923341991,5.176149732573829,7.45182223652793,7.344072850573066,0,2022,1,14,10,100
2008/2009,bhisho,buffalo city,buffalo city,27.44085,-32.85029,242,7,166,8,4,0,9,161,2,34,72,95,6,36,24,1,1,77,9,19,2,0,0,14,0,23,0,1,21,13,23,0,84,227,387,277,61,952,891,5.429345628954441,5.961005339623274,4.442651256490317,5.627621113690637,4.127134385045092,6.859614903654202,6.79346613258001,0,2008,0,0,-4,16
2009/2010,bhisho,buffalo city,buffalo city,27.44085,-32.85029,180,4,134,4,1,0,25,113,0,44,48,67,4,81,29,2,1,58,3,19,2,0,0,7,2,24,0,0,19,14,27,0,62,198,287,224,112,821,709,5.293304824724492,5.662960480135946,4.143134726391533,5.41610040220442,4.727387818712341,6.71174039505618,6.565264970035361,0,2009,0,1,-3,9
2010/2011,bhisho,buffalo city,buffalo city,27.44085,-32.85029,164,5,124,4,2,0,26,100,0,25,40,46,6,34,26,1,1,42,5,25,5,3,0,18,1,28,0,0,13,6,47,0,47,192,265,189,61,707,646,5.262690188904886,5.583496308781699,3.871201010907891,5.247024072160486,4.127134385045092,6.56244409369372,6.472346294500901,0,2010,0,2,-2,4
2011/2012,bhisho,buffalo city,buffalo city,27.44085,-32.85029,181,4,130,4,8,0,28,106,2,39,52,27,6,54,13,4,1,66,5,27,9,5,0,44,2,37,0,0,11,5,48,0,70,198,299,220,71,788,717,5.293304824724492,5.703782474656201,4.2626798770413155,5.3981627015177525,4.276666119016055,6.670766320845874,6.576469569048224,0,2011,0,3,-1,1
2012/2013,bhisho,buffalo city,buffalo city,27.44085,-32.85029,163,5,165,3,2,0,16,166,0,48,46,20,7,32,16,3,1,76,10,26,10,1,0,36,4,33,0,0,12,8,31,0,81,233,313,211,51,808,757,5.455321115357702,5.749392985908253,4.406719247264253,5.356586274672012,3.9512437185814275,6.695798917058491,6.630683385642372,0,2012,1,4,0,0
2013/2014,bhisho,buffalo city,buffalo city,27.44085,-32.85029,174,9,165,2,8,0,44,110,2,28,41,35,6,44,23,1,14,67,8,31,14,6,0,61,4,43,0,1,18,17,28,0,76,217,355,203,68,843,775,5.384495062789089,5.87493073085203,4.343805421853684,5.318119993844216,4.23410650459726,6.738152494595957,6.654152520183219,0,2013,1,5,1,1
2014/2015,bhisho,buffalo city,buffalo city,27.44085,-32.85029,148,3,124,2,2,0,33,105,3,21,36,26,6,74,23,3,14,78,5,37,10,4,0,43,3,42,0,1,25,4,32,0,81,199,278,170,100,747,647,5.298317366548036,5.631211781821365,4.406719247264253,5.14166355650266,4.61512051684126,6.617402977974478,6.473890696352274,0,2014,1,6,2,4
2015/2016,bhisho,buffalo city,buffalo city,27.44085,-32.85029,119,1,126,2,4,0,16,115,0,29,31,29,5,54,21,3,12,50,5,23,6,7,0,34,4,34,0,0,19,2,35,0,51,187,261,148,78,674,596,5.236441962829949,5.568344503761097,3.9512437185814275,5.003946305945459,4.3694478524670215,6.51471269087253,6.391917113392602,0,2015,1,7,3,9
2016/2017,bhisho,buffalo city,buffalo city,27.44085,-32.85029,97,2,128,1,0,0,23,143,0,38,24,19,6,54,13,0,13,61,5,14,0,4,0,16,3,17,0,0,20,2,21,0,63,209,210,135,67,621,554,5.3471075307174685,5.351858133476067,4.1588830833596715,4.912654885736052,4.219507705176107,6.432940092739179,6.318968113746434,0,2016,1,8,4,16
2017/2018,bhisho,buffalo city,buffalo city,27.44085,-32.85029,105,2,115,5,3,0,8,121,0,26,16,24,7,59,7,9,21,63,5,18,1,3,0,24,5,27,0,0,16,3,36,0,65,184,216,131,75,606,531,5.220355825078324,5.37989735354046,4.189654742026425,4.882801922586371,4.330733340286331,6.408528791059498,6.2766434893416445,0,2017,1,9,5,25
2018/2019,bhisho,buffalo city,buffalo city,27.44085,-32.85029,94,4,111,0,1,0,10,121,2,28,19,16,6,22,10,1,13,42,5,17,3,11,0,36,6,24,0,0,21,3,39,1,46,194,211,122,33,560,527,5.272999558563747,5.356586274672012,3.8501476017100584,4.812184355372417,3.5263605246161616,6.329720905522696,6.269096283706261,0,2018,1,10,6,36
2019/2020,bhisho,buffalo city,buffalo city,27.44085,-32.85029,131,1,125,1,6,0,9,153,1,26,28,35,6,51,8,4,12,60,6,14,7,7,0,43,5,25,0,0,11,0,21,0,61,194,263,157,63,677,614,5.272999558563747,5.575949103146316,4.127134385045092,5.062595033026967,4.1588830833596715,6.519147287940395,6.421622267806518,0,2019,1,11,7,49
2020/2021,bhisho,buffalo city,buffalo city,27.44085,-32.85029,95,1,92,1,0,0,15,111,1,43,16,16,6,11,7,0,12,49,4,14,3,3,0,20,8,22,0,0,16,2,30,0,50,174,171,138,18,501,483,5.1647859739235145,5.147494476813453,3.9318256327243257,4.9344739331306915,2.9444389791664403,6.218600119691729,6.182084906716632,0,2020,1,12,8,64
2021/2022,bhisho,buffalo city,buffalo city,27.44085,-32.85029,105,1,92,4,0,0,12,78,3,56,43,16,7,41,11,4,12,48,5,13,5,1,0,21,4,18,0,0,19,5,12,0,49,126,199,161,56,542,486,4.844187086458591,5.298317366548036,3.912023005428146,5.087596335232384,4.04305126783455,6.297109319933935,6.18826412308259,0,2021,1,13,9,81
2022/2023,bhisho,buffalo city,buffalo city,27.44085,-32.85029,88,3,159,1,2,0,17,130,3,41,37,24,6,23,25,2,23,56,1,19,2,4,0,27,3,24,0,0,28,4,48,0,59,227,273,129,50,679,629,5.429345628954441,5.6131281063880705,4.0943445622221,4.867534450455582,3.9318256327243257,6.522092798170152,6.4457198193855785,0,2022,1,14,10,100
2008/2009,bholo,amahlathi,amathole,27.62414,-32.3882,14,0,23,2,1,0,0,27,0,0,7,1,6,0,2,0,1,11,0,3,0,2,0,2,0,4,0,0,45,0,0,0,11,72,39,14,2,127,125,4.290459441148391,3.6888794541139363,2.4849066497880004,2.70805020110221,1.0986122886681098,4.852030263919617,4.836281906951478,0,2008,0,0,-4,16
2009/2010,bholo,amahlathi,amathole,27.62414,-32.3882,17,0,22,0,4,0,1,23,0,0,6,2,6,0,1,2,1,8,1,3,0,0,0,1,0,7,0,0,40,0,2,0,8,66,39,17,3,125,122,4.204692619390966,3.6888794541139363,2.1972245773362196,2.8903717578961645,1.3862943611198906,4.836281906951478,4.812184355372417,0,2009,0,1,-3,9
2010/2011,bholo,amahlathi,amathole,27.62414,-32.3882,23,1,28,2,4,0,2,21,0,0,9,2,6,2,1,1,1,12,5,5,0,1,0,1,0,9,0,0,37,1,3,0,13,64,56,23,4,147,143,4.174387269895637,4.04305126783455,2.6390573296152584,3.1780538303479458,1.6094379124341003,4.997212273764115,4.969813299576001,0,2010,0,2,-2,4
2011/2012,bholo,amahlathi,amathole,27.62414,-32.3882,23,1,13,0,3,0,8,14,0,0,5,0,6,0,0,0,1,8,2,4,0,0,0,1,0,7,0,0,61,0,1,0,9,84,28,23,0,135,135,4.442651256490317,3.367295829986474,2.302585092994046,3.1780538303479458,0.0,4.912654885736052,4.912654885736052,0,2011,0,3,-1,1
2012/2013,bholo,amahlathi,amathole,27.62414,-32.3882,14,0,30,0,1,0,6,17,0,1,3,1,6,0,0,0,1,9,1,6,1,1,0,2,0,7,0,0,44,0,1,0,9,68,44,15,0,127,127,4.23410650459726,3.8066624897703196,2.302585092994046,2.772588722239781,0.0,4.852030263919617,4.852030263919617,0,2012,1,4,0,0
2013/2014,bholo,amahlathi,amathole,27.62414,-32.3882,13,1,20,1,3,0,4,8,1,0,5,0,6,0,0,0,13,11,1,5,2,3,0,7,0,8,0,0,56,0,2,0,12,70,42,13,0,125,125,4.2626798770413155,3.7612001156935624,2.5649493574615367,2.6390573296152584,0.0,4.836281906951478,4.836281906951478,0,2013,1,5,1,1
2014/2015,bholo,amahlathi,amathole,27.62414,-32.3882,6,2,14,4,1,0,15,13,0,1,7,2,6,1,2,2,13,5,1,9,1,1,0,2,0,10,0,0,40,0,0,0,7,68,40,7,5,120,115,4.23410650459726,3.713572066704308,2.0794415416798357,2.0794415416798357,1.791759469228055,4.795790545596741,4.7535901911063645,0,2014,1,6,2,4
2015/2016,bholo,amahlathi,amathole,27.62414,-32.3882,14,0,17,0,2,0,8,10,0,0,2,0,6,0,0,1,13,6,4,5,1,1,0,2,1,8,0,0,26,0,0,0,6,44,33,14,1,92,91,3.8066624897703196,3.5263605246161616,1.9459101490553132,2.70805020110221,0.6931471805599453,4.532599493153256,4.5217885770490405,0,2015,1,7,3,9
2016/2017,bholo,amahlathi,amathole,27.62414,-32.3882,6,0,16,1,0,0,4,18,0,1,4,0,6,0,2,6,13,7,3,1,0,0,0,1,0,1,0,0,16,0,1,0,7,39,26,7,8,80,72,3.6888794541139363,3.295836866004329,2.0794415416798357,2.0794415416798357,2.1972245773362196,4.394449154672439,4.290459441148391,0,2016,1,8,4,16
2017/2018,bholo,amahlathi,amathole,27.62414,-32.3882,13,1,19,0,0,0,8,18,0,1,0,0,6,0,1,0,13,6,0,4,0,1,0,1,0,4,0,0,41,0,1,0,7,68,24,14,1,107,106,4.23410650459726,3.2188758248682006,2.0794415416798357,2.70805020110221,0.6931471805599453,4.68213122712422,4.672828834461906,0,2017,1,9,5,25
2018/2019,bholo,amahlathi,amathole,27.62414,-32.3882,2,1,14,0,0,0,11,15,0,1,2,0,6,0,0,0,13,8,3,3,0,0,0,1,1,4,0,0,36,1,0,0,9,63,24,3,0,90,90,4.1588830833596715,3.2188758248682006,2.302585092994046,1.3862943611198906,0.0,4.51085950651685,4.51085950651685,0,2018,1,10,6,36
2019/2020,bholo,amahlathi,amathole,27.62414,-32.3882,4,2,10,0,0,0,7,11,0,2,3,0,6,0,1,3,12,3,4,2,0,0,0,0,2,4,0,0,43,0,0,0,5,61,21,6,4,92,88,4.127134385045092,3.091042453358316,1.791759469228055,1.9459101490553132,1.6094379124341003,4.532599493153256,4.48863636973214,0,2019,1,11,7,49
2020/2021,bholo,amahlathi,amathole,27.62414,-32.3882,10,0,18,0,0,0,5,21,0,1,0,0,6,0,1,1,13,5,1,6,1,2,0,5,0,6,0,0,59,1,1,0,5,87,30,11,2,130,128,4.477336814478207,3.4339872044851463,1.791759469228055,2.4849066497880004,1.0986122886681098,4.875197323201151,4.859812404361672,0,2020,1,12,8,64
2021/2022,bholo,amahlathi,amathole,27.62414,-32.3882,9,1,17,0,0,0,4,26,0,1,4,4,6,0,3,0,13,4,1,3,0,2,0,3,2,5,0,0,28,0,0,0,5,58,34,10,3,105,102,4.07753744390572,3.5553480614894135,1.791759469228055,2.3978952727983707,1.3862943611198906,4.663439094112067,4.634728988229636,0,2021,1,13,9,81
2022/2023,bholo,amahlathi,amathole,27.62414,-32.3882,9,0,13,0,1,0,2,21,0,0,3,1,6,0,0,0,13,4,1,5,1,0,0,1,1,7,0,0,24,0,0,0,4,47,26,9,0,82,82,3.871201010907891,3.295836866004329,1.6094379124341003,2.302585092994046,0.0,4.418840607796598,4.418840607796598,0,2022,1,14,10,100
2008/2009,bholothwa,emalahleni,chris hani,27.1992,-31.9862,25,2,50,0,0,0,0,15,0,1,13,1,6,1,5,0,1,12,6,13,0,1,0,2,1,14,0,1,12,1,0,0,14,28,86,27,6,147,141,3.367295829986474,4.465908118654584,2.70805020110221,3.332204510175204,1.9459101490553132,4.997212273764115,4.955827057601261,0,2008,0,0,-4,16
2009/2010,bholothwa,emalahleni,chris hani,27.1992,-31.9862,14,0,61,1,2,0,1,25,0,0,15,1,7,0,6,3,1,14,8,10,2,4,0,6,0,13,0,1,0,0,2,0,14,28,105,15,9,157,148,3.367295829986474,4.663439094112067,2.70805020110221,2.772588722239781,2.302585092994046,5.062595033026967,5.003946305945459,0,2009,0,1,-3,9
